old_cr,new_cr,old_cr_percent,new_cr_percent,absolute_lift_pp,relative_uplift_percent
0.12029037760181936,0.11872639711741677,12.029037760181936,11.872639711741677,-0.1563980484402594,-1.3001708994377112
