country,new_page,old_page,old_page_percent,new_page_percent,relative_uplift_percent,absolute_lift_pp,better_page
CA,0.11176957001102536,0.11880078453348276,11.880078453348277,11.176957001102537,-5.918491658172282,-0.7031214522457407,old_page
UK,0.12105072362733889,0.11994459833795014,11.994459833795014,12.105072362733889,0.9221968348021667,0.11061252893887463,new_page
US,0.11840154943773593,0.12051926961619203,12.051926961619202,11.840154943773593,-1.7571631368164051,-0.21177201784560928,old_page
