bootstrap_iteration,bootstrap_uplift
234,-0.5506620161149552
235,-2.692077150000817
236,0.12370069951333199
237,-1.7006661776631786
238,-1.3909730480347064
239,-0.49166288147484216
240,-1.9669573123655841
241,-0.9361382717805474
242,-0.5209033184431039
243,-1.5848579333141433
244,-1.626623188883633
245,-0.9949153018497076
246,-1.1950452916000986
247,-1.809087016418488
248,-0.317104080652471
249,-2.630604048739933
250,-1.6605463828930116
251,-1.463866598505108
252,-2.1779846802635685
253,-2.1317726073403542
254,-1.2525769992444489
255,-2.079927835943738
256,-2.619114169420406
257,-1.8244749385780783
258,-2.546325248080902
259,-0.9097790919660697
260,-1.2713955921590074
261,-0.3423798679736294
262,0.5718804656063105
263,-1.775720846459717
264,-1.8987091736558965
265,-0.8111792938684401
266,-1.7830690563882847
267,-0.7816957999969578
268,0.04852772735988548
269,-2.0628386395726306
270,-1.9665184579002304
271,-1.1787503867580758
272,-1.8873448372870865
273,0.33233482184437657
274,-1.1731843699228535
275,-2.1269140475939574
276,-1.2506604880799708
277,-1.1532867484516813
278,-1.944060892938053
279,-0.8839953588093533
280,-1.5875775496272466
281,-1.3116845939746355
282,-1.6991532296203413
283,-0.964570945119125
284,-2.793912782602155
285,-1.2025984953360869
286,-1.3970335663013373
287,-2.0583775975830014
288,-0.1896624571351241
289,-0.0034959438937384015
290,-0.9105012245302104
291,-2.2162755956206
292,-2.0559544099403375
293,-1.0395519921988459
294,0.18161514466138826
295,-1.346716067483549
296,-1.0340811300190398
297,-2.5657285555039806
298,-1.9225912664704994
299,0.013903677510593355
300,-0.8697973034242135
301,0.4875998892396464
302,1.3679370263744586
303,-1.4222313640290507
304,0.10047288948325117
305,-1.4722531311599156
306,-1.7753220771228742
307,-1.6189131798175604
308,0.622084370920887
309,-1.9216579964242217
310,-2.547130216886769
311,-2.4343319854762178
312,-0.786862398183001
313,0.06043226476783707
314,-0.0732202094658618
315,-2.040307750729046
316,-2.6195814602291234
317,-0.698958548304409
318,-1.1616568488399264
319,-1.995593928107094
320,-1.6144010529070594
321,-0.46242294513563437
322,-0.07327586837267724
323,-1.0409499172079202
324,-3.41750788234291
325,-1.148773926919849
326,-2.165635479406338
327,-0.0033601723618683936
328,-2.0556242465488306
329,-0.5339579717339368
330,-1.0715591060111125
331,-2.56969823828185
332,-0.7910636644724957
333,-1.672280310136109
334,-1.2651255029640807
335,-2.1015811964451974
336,-1.1619722299391402
337,-2.4235809458128266
338,-1.8771593329518694
339,-1.2486820220898887
340,-0.9174258433028808
341,-1.8017194552501246
342,-2.050521806140466
343,-0.5031302866079618
344,-1.7811876735287364
345,-0.7128835430204998
346,0.24595691639371836
347,-0.42624012112730525
348,0.5443340281548138
349,-0.9600838889773602
350,-0.1826613645040501
351,0.22095058395056097
352,-0.6961264845835141
353,-0.3343141081345759
354,-2.679443304242913
355,-1.695289019552246
356,-1.4398135517050892
357,1.3910405428596724
358,-1.9163025720256663
359,-0.9000309492768961
360,-2.6622963217981357
361,-0.5424218586085705
362,0.22173568837083707
363,-1.3852815666293818
364,-1.2878018733632366
365,-2.00945121728093
366,-0.6980014350217549
367,-2.5366933350669996
368,-0.9328206627654847
369,0.38257662759140554
370,-1.1141373754621298
371,0.971041066080348
372,0.0718901610229673
373,-1.484156852467588
374,-0.16529931212070928
375,-1.4393812889831132
376,-1.00557102034735
377,-1.7612234522908436
378,0.019396421876417706
379,-0.05591317149565224
380,-2.819895141301745
381,-2.766283698396751
382,-2.0128448002800337
383,-0.853676524292608
384,-0.7847296987939617
385,-1.1269384415414592
386,-1.471359792033791
387,-0.061670651006486346
388,-1.4779395469236427
389,-0.4381843823972211
390,-1.3523870817130312
391,-1.8323103091300474
392,-1.3293505888825108
393,-0.9871862321744465
394,-2.493080065399969
395,-0.8202158453062436
396,0.6281935644720791
397,-2.025710732202872
398,-3.4854627218062797
399,-1.8165897857547686
400,-1.3468297172085852
401,-0.9768356004176857
402,-0.8581299632126008
403,-2.0194392600556665
404,-1.8511999644182024
405,-1.7910852269549187
406,-1.6753390154877306
407,-0.26951466351738446
408,-0.8259730539072406
409,-0.7293195341907586
410,-2.5292130404093407
411,-2.2390883602743146
412,-1.7832562058459611
413,-1.2318547000256663
414,1.2025565313878195
415,-1.2032958290541769
416,-0.9346207135793927
417,-2.2631574838434125
418,-0.985101737622274
419,-0.17099348235145667
420,-0.7783230243164042
421,-1.2284014519095132
422,-0.679893535919603
423,-1.3958058736118786
424,-0.8540975013833807
425,0.16391071515920624
426,-0.30315090832195696
427,-1.0033949939297115
428,-2.013837134824245
429,-2.8254961921209234
430,-0.4332101850370089
431,-1.3979285838835236
432,-3.2506416616826876
433,-0.9283040703884373
434,-0.26418579269330583
435,-0.07901102047132086
436,0.5290977983471822
437,-1.1196124528812659
438,-2.3387031664386546
439,-2.8581023202156475
440,-1.2114443434707374
441,-1.7085295041121777
442,0.07587493360046292
443,-3.054415384144575
444,-0.8738472405960183
445,1.0193720508785329
446,-1.355037336734732
447,-1.0464265757891122
448,-1.0854992912436408
449,-0.8853223769534587
450,-2.4443063176050055
451,-2.219397428796982
452,-1.750638828452136
453,-3.3072378934437765
454,-0.8077812179385963
455,-1.3205280148296468
456,-1.8057149748924743
457,-0.11408891338429257
458,-0.7403494529851451
459,-1.8290227810836859
460,-1.365894541936444
461,-1.0882968176331584
462,-0.6204680885700214
463,-1.9943057707616847
464,-1.0780317954316962
465,-2.3731146644864585
466,-2.0232700907077934
467,-1.8145726790239087
468,-0.25928060726503305
469,-1.7122083996818933
470,2.0467822094333945
471,-1.7620641376594754
472,-0.4238930536510182
473,-2.581799698292845
474,-1.3386894380645333
475,-0.8204026790979382
476,-1.9276315055603899
477,-2.1715178414165965
478,-1.1939372073529044
479,-0.9091959812198276
480,-3.976932334879623
481,-0.9618066873301382
482,-1.0523062268384813
483,-2.27047555265485
484,1.0350782788639827
485,-1.9985488230225192
486,-0.12528880047632224
487,-1.5376261323346432
488,-0.7898501017994988
489,-1.6109255001416787
490,-1.1800157292436024
491,-1.5872715466639973
492,-3.416886767121009
493,-0.4718543539926752
494,-0.9033779532824042
495,0.15325048737845104
496,-0.779140709369067
497,-1.8245138695787306
498,-2.386217297565703
499,-1.242044619695386
500,-1.5338792170211224
501,-1.3484797880712933
502,-0.5078756469401818
503,0.570516988523256
504,0.777168205734894
505,-0.8209029333445533
506,-0.5856700475348376
507,-2.6621038365309175
508,-2.9811150423300723
509,-1.3682421399324476
510,-4.353361067291994
511,-1.2112502776220688
512,-2.106342688180278
513,-1.6642883846746435
514,0.16368898152378006
515,-0.003346560344682552
516,-2.561562308847053
517,-1.457536946571357
518,-0.34538896723479556
519,-2.9380481430410477
520,-0.8477282420509182
521,-1.3957150934096134
522,-2.3748447872510403
523,-0.7362673471255713
524,-1.5368601979904077
525,-0.6498823990501827
526,-0.8199106483663556
527,-0.01499775930817331
528,-0.83692456629912
529,-0.20728542159307906
530,0.9694718309270122
531,-0.551733994416228
532,-0.5157241044793012
533,-3.6155676060385398
534,-0.22927483508702098
535,-2.399815488682718
536,-2.043918505862543
537,-2.995986296383867
538,-2.20718096479579
539,-1.8896350156496549
540,-2.749848929549609
541,-2.148006169902759
542,-0.10782088390835383
543,-0.7824915467297979
544,-1.5140776145058277
545,-2.406566784295219
546,-2.3219420562657036
547,-1.714742262408868
548,-1.6280660401344127
549,-2.3234721194138257
550,-1.4731966888153434
551,-0.35676414317870736
552,-2.4852573665545705
553,-0.5421990565195417
554,-2.3110128097691254
555,-1.064974903644656
556,-1.8868199143142048
557,-0.06747696807300024
558,0.1960795106570103
559,-1.4390572327727802
560,-1.968302398454004
561,-1.8726297829601029
562,-1.3510855691287589
563,-0.6635016088892667
564,-1.7079304248696363
565,-1.798419698373568
566,-1.4185869554329513
567,-1.7608920587439756
568,0.060254923636457326
569,-0.11378821759246542
570,-0.8960245061195724
571,-1.301099631742143
572,-0.18922435789734784
573,-1.5124528225012714
574,-0.9183506114828353
575,-1.6771827677399855
576,-1.9514177833599984
577,-1.5344580487354047
578,-1.8370793672350145
579,-1.1317361058950004
580,-1.4738993161570242
581,-1.101666055545159
582,0.36812166443640404
583,-0.942436515705183
584,-0.5680079751305706
585,-1.3655652609171398
586,-0.8522672049279547
587,-0.8761686047797562
588,-0.49524257876784916
589,-2.9418199588442824
590,-1.8551572724606735
591,-0.573072231672386
592,-1.5591784319357596
593,-2.261643046673386
594,-1.5010518972199884
595,-1.2869150311815098
596,-1.702731809289322
597,-0.2521833232101025
598,-1.7128306603992172
599,-2.107444053814931
600,0.22913517262441838
601,-3.0059000511823557
602,-0.5191735784313238
603,0.13050724471735226
604,-0.9990807230658273
605,-1.6456162778275991
606,-1.3657363003838334
607,-1.091314019034571
608,-0.5347378452925402
609,-1.4581988703422235
610,-1.8851750302508303
611,-1.811710626225929
612,-1.7682560699509593
613,-1.4362828007768211
614,-0.23389892998566691
615,-2.259634944363356
616,-1.5130571768217276
617,0.18849515188133095
618,-3.364010268397847
619,0.9709067989247468
620,-2.2558569557528245
621,-1.1008806517889709
622,-1.1218245128617779
623,-0.4510332181043763
624,0.2962998769024274
625,-0.20047388621341325
626,-1.495117886484559
627,-1.3121963959454481
628,-2.426940322121075
629,-1.6752403794168875
630,-2.391957907823124
631,0.02457229803476474
632,-0.3088435580585197
633,-0.9197822785636762
634,0.10042592674778081
635,-1.095259452341711
636,-1.994837289009093
637,-1.3193033040296538
638,-1.6777385950638313
639,-1.3488248468536876
640,-1.522807797995741
641,-1.0886131354634752
642,-0.6587286848010182
643,-0.6107505936445198
644,-0.11404923032984735
645,-1.6661983986255113
646,-0.5177200975505228
647,-0.4116068251806684
648,-1.5898842916278608
649,-2.235984469431855
650,-1.6197164802565598
651,-0.7694328867231018
652,0.4430104566895718
653,-0.46641972844395935
654,-0.5816411470990611
655,-0.6435532090792148
656,-1.6871527640769695
657,-0.2984776499840466
658,-0.5974557798158694
659,-0.3614741081512717
660,-2.0506068636022476
661,-2.7794918083308784
662,-1.6704171250642446
663,-1.9006738362668492
664,-1.7319170497621237
665,0.34067165164131846
666,-0.7702080024345772
667,-1.8265859595979705
668,-3.3938992744613503
669,-1.5249727706485496
670,-2.2479650631543024
671,-4.1486635586104486
672,-2.5120375713415632
673,-3.9798143628571148
674,-0.09638753243851259
675,-1.168298334098701
676,-1.419418951413051
677,-2.4499452036781095
678,-1.2942569458454274
679,-1.9853337447457455
680,-1.1224175842929907
681,-2.6018977190719967
682,-0.5325090886173615
683,-1.2617152477384228
684,-0.649984242141549
685,-1.038003251733677
686,-2.0638597835119983
687,-0.9710961252887398
688,-1.5584428647586863
689,-1.5170549544519492
690,-2.0198984863081724
691,-0.5938421101780704
692,-0.23049523020614843
693,-0.6849506400167725
694,-0.4929417247075252
695,-1.441205173035438
696,-1.0000587200111073
697,-0.40130324311468446
698,-1.0511590604024563
699,-0.15973989592295604
700,-1.9493563988431373
701,-2.7713042040940676
702,-0.11389109713635562
703,-1.7031196980594496
704,-1.9122740238500031
705,-1.7091963257209124
706,-0.2649744305597967
707,-0.02116293210416287
708,-0.5447145353102671
709,-1.405641027222308
710,-0.31125528116135975
711,-2.1209022089394987
712,-1.6012085386985626
713,0.23557404467198723
714,-2.0036710718389426
715,-1.8122469761055366
716,-2.053184902849586
717,-0.7160735725129019
718,-1.6849586729180446
719,-0.8376074754907875
720,-0.604499898597225
721,-0.5709105457784243
722,-1.9975640436231572
723,-1.5008380796051417
724,-1.4924804490687764
725,0.44492112510274034
726,-1.6040531598190573
727,-1.4415239562872009
728,-1.3447837801185354
729,-0.10824566177147893
730,-3.5317907788287908
731,-0.6007811283531405
732,-0.6986631315018605
733,-1.5758877623548673
734,-2.642237840769225
735,-1.3879539439652528
736,-1.3210819347847673
737,-1.4914117603370998
738,-1.7345957325556913
739,-1.1567438485085062
740,0.62615220482211
741,-1.90116791384929
742,-1.3329301165617486
743,-0.8733817361567232
744,-1.570999812260589
745,-2.3305408308214663
746,0.8313089091760021
747,-2.5682099219736907
748,-0.7148623460979331
749,-2.2658964005408606
750,-1.6117298133150704
751,-0.5368224459051582
752,-2.1536025092696574
753,-1.569027456579986
754,0.18897666086326043
755,-0.2582630600475421
756,-0.472368190149775
757,-1.5679908194278982
758,-1.6838212140302296
759,-2.6524318869137016
760,-3.6300797557084685
761,0.13012724771505108
762,1.2576472281881594
763,0.22247569563972214
764,-0.12567027974484654
765,-1.7713465807715336
766,0.3288272825319077
767,-0.13144780537826772
768,-1.6729271600136537
769,-1.5637726408787633
770,-1.7075926989569696
771,-2.226087255446124
772,-1.833443254442274
773,0.45473153850004816
774,-0.14846787990085555
775,-1.9905374097731305
776,-1.1545214467652578
777,-2.2384995373680963
778,-1.0052993005104724
779,-0.9625362108379243
780,-1.5919530353719777
781,-0.47817677008077225
782,-1.3613040776639238
783,0.25963689059606
784,0.11804326568350977
785,-0.6917546889335882
786,-1.1900716275836216
787,-0.5581295421810039
788,0.4992554257886181
789,-1.928061723061002
790,-1.761868678899009
791,-0.957875489960432
792,-2.337175390093502
793,-1.2854995455297311
794,-1.268447096483381
795,-0.8028909399744566
796,-1.8068907416493818
797,-1.4676428012897016
798,-1.8406475156741855
799,-1.7606794556230283
800,-2.2755306085371263
801,-2.4694107163910015
802,-0.4441542541977525
803,-0.4257762922849041
804,-0.6606900880588246
805,-1.477243959252921
806,0.25621773683659466
807,-0.38436836440921657
808,-2.3811331439599623
809,-2.0086321228011674
810,-0.8513096798323685
811,-0.5350384309635845
812,-2.018311902800666
813,-1.631111741220196
814,-1.7834589014342026
815,-0.3454876289884363
816,-0.4813346958640264
817,0.21753543762350636
818,-1.2926944858049683
819,-0.635402376989555
820,-0.2536583601994419
821,-0.8496735932114866
822,-1.4577290675150103
823,-2.045074457060845
824,-0.8516051384796306
825,-1.4168643842444155
826,-2.5156433604953228
827,-2.414907874061029
828,-1.4066501888286633
829,-2.1161779084243646
830,-0.10227240988302945
831,-2.0784150739854694
832,-2.720490767571662
833,-1.0957146367561719
834,-3.15479494150935
835,-1.3917913471622885
836,-3.047446025172714
837,-1.5212954945832948
838,-1.5391298458230576
839,-2.7676543811612704
840,-0.1662208037602747
841,-0.6959800519867564
842,-1.7339180111673163
843,-0.10824294871672913
844,0.852117314105838
845,-1.7239657763984026
846,-0.6424399987768074
847,1.0805482860978801
848,-1.4375209948232859
849,-1.4459535047973564
850,-1.7649033483407832
851,0.1475999316228636
852,-3.268706617416812
853,-1.4617060500497956
854,-0.30029807534453257
855,-1.9527220316827762
856,-0.6824770222069532
857,-0.6117686455690002
858,-0.39178682931504244
859,-2.4106607494915266
860,-2.3315669123229443
861,-2.3706655644797325
862,-0.33252184921907463
863,0.014595758241359618
864,-1.7501867609199324
865,-3.3495663389788466
866,-1.7419329164138881
867,-0.6040611220691409
868,-3.3787726464198795
869,-0.13650926169409383
870,-1.006375568943103
871,-2.7950949505649794
872,-0.4869153492156479
873,-1.1683375604307584
874,-1.4516891978444035
875,-1.7143079562283405
876,-1.0364224908197015
877,-1.82718262650084
878,-0.8363415674619115
879,-2.378997850525713
880,-0.4039252035715328
881,-0.5871394622122663
882,-1.588241208672063
883,-2.134389075399592
884,-0.8235375705082357
885,0.5709987258804579
886,-0.756324709555895
887,-3.67979020669411
888,-0.8967780276635919
889,-0.5570421970591264
890,-0.5410881366131429
891,0.17547899034719572
892,0.6371580607165696
893,-1.88963666367741
894,1.6784903192421985
895,-1.7409646321599759
896,-1.8744000712079723
897,-1.6926605105119532
898,-3.5961726275246186
899,-1.025967481507114
900,-1.6429733305791627
901,-2.995702310651609
902,-2.498776170207252
903,-1.0833131954650677
904,-1.0331735362512229
905,-0.009504721059779736
906,-1.21105096311708
907,-0.7098316844819093
908,-1.7568067571445405
909,-1.8473122704985838
910,-0.21837748023133272
911,-1.6140098700201717
912,-3.116302401581259
913,-1.4777311919198228
914,-1.1422714399643672
915,-0.10765366330256346
916,-2.209588664868965
917,-0.4367495474603527
918,-0.29877912292990916
919,-1.3590468397627435
920,-1.4910763571251624
921,-0.9578239750533285
922,-1.7041318846525293
923,-0.32262137751830583
924,-1.3985236246338992
925,-2.3406552432364913
926,-0.9762668502979509
927,-2.309468020327974
928,-2.445499780650358
929,-0.5476507173093291
930,-0.612982496320601
931,-1.1390791746784685
932,1.549858435718113
933,-1.7709986740794297
934,-2.397133070067676
935,-1.2238111454222738
936,0.0375034543541462
937,-2.2909492406011394
938,-0.4923891350964845
939,-0.6042746926584311
940,-0.43737865607788773
941,0.07053811323065004
942,-1.2430706154959426
943,0.05963476002923226
944,-3.453489201405159
945,-2.5843857607869056
946,-2.5288567248006344
947,-0.2070904888345923
948,0.15351313541767728
949,-1.010070279613131
950,-1.2909882850637486
951,-1.5237091853994282
952,-0.9613924526248336
953,-0.061670651006481794
954,-1.1788441331810822
955,-0.6464100360284015
956,-1.031212942239308
957,-2.732743368978774
958,-2.7140894809625604
959,-0.21811400052078436
960,-1.8596615838219615
961,1.1208942670442597
962,-1.3018567442721678
963,-2.7409824297998733
964,-1.5027300332433657
965,-2.1909487873687747
966,-0.384647707997681
967,-1.452681440530245
968,-1.3792339152351387
969,-0.5234395286730771
970,-3.3748279766902636
971,-2.296366223204602
972,-1.1690844696136728
973,-1.4943125977434915
974,-1.6458978005281728
975,0.4973271709071434
976,-0.14327199306211472
977,-0.9809607910455141
978,-2.147300273930086
979,-2.554140113711089
980,-1.0612837406089568
981,-0.5347924688355585
982,-2.242333603751303
983,-1.562592880138775
984,-1.687384693988904
985,-0.5623982859616926
986,-0.08509598457788385
987,-0.5381962634593198
988,-0.5287530280919559
989,-1.503033425741021
990,-0.9858489365132906
991,0.9164615558464719
992,-1.4478656077320775
993,-2.9544410387788678
994,-1.3504953259376096
995,0.020313212282272838
996,-1.6565532892969594
997,-2.025061851344687
998,-1.8388888697472212
999,-2.6881556938617543
1000,-1.1254009058116787
1001,-2.3494223962542025
1002,-0.7221709435327345
1003,-0.9394955437816482
1004,-2.585222631957628
1005,-1.495283049203248
1006,-0.4853079524801339
1007,-1.5196568881933938
1008,-0.4558589570233825
1009,-3.09847071409745
1010,-0.49808256956103
1011,-1.9631850841468175
1012,-2.224862858433887
1013,-0.2189162741080359
1014,-2.152334552330249
1015,-2.0249494005313733
1016,-1.372337265419507
1017,0.5467818868869365
1018,-0.26467944538922494
1019,-1.351160175095214
1020,-2.546071650438915
1021,-2.776016749529446
1022,-0.42778769171047254
1023,-2.067752865434978
1024,-2.98904690555743
1025,-2.0562985288450184
1026,-1.5611204536920573
1027,-1.0390907401405767
1028,-0.5680954455885082
1029,-0.9886348652580118
1030,0.420786240517194
1031,-2.4191902151365836
1032,-2.291926341445217
1033,-2.4998905117023575
1034,-1.0145642853655594
1035,-1.2710897234025342
1036,-0.5075653873532481
1037,-2.5028333599737884
1038,-2.2630056846010596
1039,-3.7883774955035325
1040,-1.6073439333702026
1041,0.6033792320000733
1042,-0.6872989590108471
1043,-2.754244687351535
1044,-2.0415539578917783
1045,1.6103543781854655
1046,-3.200408650966323
1047,0.3406012382176824
1048,-1.4049122018416869
1049,-0.8094256818063278
1050,-0.7341485328142004
1051,-0.9002250029307924
1052,-0.8742711030108624
1053,-1.013794003543227
1054,-1.7071974789262379
1055,-1.1087207559015797
1056,-1.555603016368303
1057,-0.9201780636902518
1058,0.4463924906868492
1059,-3.249477793990264
1060,-2.3083773726217416
1061,-1.652170740256547
1062,-0.3775424557969724
1063,-0.9219719079562122
1064,-1.2850755373667164
1065,-2.5631340753440828
1066,-0.7636640244668492
1067,-1.5228919067423976
1068,-0.6799781809774895
1069,-1.7455709493276663
1070,-0.5382593690418035
1071,-1.7675552878383782
1072,-2.223282529648085
1073,-3.122228555791734
1074,-1.624648908946066
1075,-2.776945617098352
1076,-1.8840788727320306
1077,-2.117030811377161
1078,-1.862622118588872
1079,-1.1016717658135957
1080,-2.5845857144277473
1081,-0.8088086586762226
1082,-0.6875772184071018
1083,-2.807605554289123
1084,-0.8504769567809614
1085,-1.0323918223370108
1086,0.1074001430152766
1087,-0.28716066226542114
1088,-0.5308374921603334
1089,-0.06744176201583776
1090,-0.7179476985747586
1091,-0.06746821043036345
1092,-1.8903683518114889
1093,-0.9921090379369144
1094,-2.2663192676557316
1095,-1.1305603552081296
1096,-2.3159617006145097
1097,0.9060988391387091
1098,0.29951713212600184
1099,-0.7828929342825167
1100,-1.5196952556464631
1101,-0.7846141289013688
1102,-0.8555732673302625
1103,-2.3076039024041153
1104,-1.9639482191675754
1105,-1.7169518658878082
1106,-2.675300944936355
1107,-2.0481947060194168
1108,-1.320483914305383
1109,-0.5177991401491482
1110,-1.2980211171795972
1111,-0.8599278397638599
1112,-2.3484048743535832
1113,-0.3553697864679692
1114,-0.7658681894480408
1115,-2.009640617043092
1116,-4.627813561536152
1117,-0.7040817326452495
1118,-2.0562985288450184
1119,-1.7531111075729289
1120,-2.0364414762149257
1121,-0.897304124745271
1122,-0.47750281195929906
1123,-2.5829583117275954
1124,-1.560774091306785
1125,0.03682500665093823
1126,-2.730834573065597
1127,-0.06747966805768578
1128,-1.32700401062772
1129,-1.2191468581331713
1130,-2.755472211416429
1131,-0.6472920982244222
1132,-0.14764157147644918
1133,-3.16708283846592
1134,0.031822494616156584
1135,-0.6252542783629891
1136,-0.0732349103618379
1137,-1.7656243649096688
1138,-1.9703964350433338
1139,-1.2754263136800477
1140,-0.044252711771777024
1141,1.5971297716190385
1142,-2.51397126350303
1143,-1.6712445783003909
1144,-0.2617531088039208
1145,-1.2252105029132065
1146,-2.2445968282084796
1147,-0.7213485223837285
1148,-2.1579970431596314
1149,-0.4040245633092584
1150,-0.6969953855824865
1151,-1.3015435838709015
1152,-1.130684292496144
1153,-0.04437329982393158
1154,-2.143719179110506
1155,-1.5473176281784804
1156,-2.425641979287056
1157,-4.438117996710895
1158,-0.2292457623751265
1159,-1.3819357716422316
1160,-1.847510213256535
1161,-0.7317386357751847
1162,-2.702026535577862
1163,-0.2122936040569528
1164,0.12479232719699485
1165,0.4994194488533559
1166,-1.0338559046620073
1167,-1.2213843655291743
1168,-1.3514920451514445
1169,-0.923308350158939
1170,-0.026915537339636253
1171,-1.0261356630367622
1172,-2.039176195713772
1173,-2.1930160914597012
1174,-1.7772519513439642
1175,-1.6449992502784505
1176,-0.9805909829321675
1177,-1.3411418135285131
